geometry,label,elevation,slope,aspect,u_left,v_left,key_left,osmid_left,highway_left,oneway_left,reversed_left,length_left,bridge_left,ref_left,lanes_left,junction_left,name_left,tunnel_left,dist_to_road,rainfall,index_right,u_right,v_right,key_right,osmid_right,highway_right,oneway_right,reversed_right,length_right,bridge_right,ref_right,lanes_right,junction_right,name_right,tunnel_right
POINT (480542.86121748225 2771615.107300547),1,,,,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,,2560.3738762291878,8.142277717590332,2009,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,
POINT (480508.80477133795 2771709.9408871885),1,,,,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,,2479.01670370648,8.142277717590332,2009,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,
POINT (479415.14802090154 2771759.271926334),1,,,,2468740850,9784622442,0,1053899051,['trunk'],True,False,1487.7343955676072,,NH27,,,,,2915.885088879538,8.142277717590332,2008,2468740850,9784622442,0,1053899051,['trunk'],True,False,1487.7343955676072,,NH27,,,,
POINT (479415.14802090154 2771759.271926334),1,,,,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,,2915.885088879538,8.142277717590332,2008,2468740850,9784622442,0,1053899051,['trunk'],True,False,1487.7343955676072,,NH27,,,,
POINT (480517.25096809125 2771762.304169867),1,,,,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,,2426.4935179239988,8.142277717590332,2009,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,
POINT (479167.51581129234 2771811.912483169),1,,,,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,,2848.5059019461305,8.142277717590332,2082,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,
POINT (479167.51581129234 2771811.912483169),1,,,,9784757148,9784622508,0,1065443140,['residential'],False,False,88.43284230269639,,,,,,,2848.5059019461305,8.142277717590332,2082,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,
POINT (479378.1651199155 2771981.120398679),1,,,,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,,2697.214404561417,8.142277717590332,2082,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,
POINT (479378.1651199155 2771981.120398679),1,,,,9784757148,9784622508,0,1065443140,['residential'],False,False,88.43284230269639,,,,,,,2697.214404561417,8.142277717590332,2082,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,
POINT (480614.7023674442 2771989.715771523),1,,,,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,,2180.560534221252,8.142277717590332,2009,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,
POINT (529247.2949003564 2772730.1473742845),1,339.12622761320404,17.750704093016175,225.0119681480145,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,,1994.8007657394699,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (529247.2949003564 2772730.1473742845),1,339.12622761320404,17.750704093016175,225.0119681480145,12200325654,12197522498,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418496,yes,NH137G,['1'],,,,1994.8007657394699,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (479276.64567977533 2773006.415414091),1,,,,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,,1667.4129327954386,8.142277717590332,2082,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,
POINT (479276.64567977533 2773006.415414091),1,,,,9784757148,9784622508,0,1065443140,['residential'],False,False,88.43284230269639,,,,,,,1667.4129327954386,8.142277717590332,2082,9784622508,9784757148,0,1065443140,['residential'],False,True,88.43284230269639,,,,,,
POINT (481315.93631715525 2773069.020886752),1,,,,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,,985.3519657739068,8.142277717590332,2009,2468740900,2468740850,0,"[1053899047, 1053899048, 1053899053, 1320188154, 1320188155]",['trunk'],True,False,2530.826116156214,yes,NH27,,,,
POINT (495339.9455193351 2773688.9506372525),1,1076.0,,,12207783880,9784659280,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,True,8682.638801138479,,SH-1022,,,,,97.0234041713805,8.054644584655762,2282,12207783880,9784659280,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,True,8682.638801138479,,SH-1022,,,,
POINT (495339.9455193351 2773688.9506372525),1,1076.0,,,9784659280,12207783880,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,False,8682.638801138484,,SH-1022,,,,,97.0234041713805,8.054644584655762,2282,12207783880,9784659280,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,True,8682.638801138479,,SH-1022,,,,
POINT (495860.0195038968 2774735.62279126),1,,,,12207783880,9784659280,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,True,8682.638801138479,,SH-1022,,,,,15.656598982146324,8.054644584655762,2282,12207783880,9784659280,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,True,8682.638801138479,,SH-1022,,,,
POINT (495860.0195038968 2774735.62279126),1,,,,9784659280,12207783880,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,False,8682.638801138484,,SH-1022,,,,,15.656598982146324,8.054644584655762,2282,12207783880,9784659280,0,"[1319052745, 1065420656, 1319113938, 1319113939, 1319113975]",['unclassified'],False,True,8682.638801138479,,SH-1022,,,,
POINT (528231.8795690517 2776049.942580539),1,905.9146459912098,12.369474429391243,159.56816571025945,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,,241.68767923426103,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (528231.8795690517 2776049.942580539),1,905.9146459912098,12.369474429391243,159.56816571025945,12200325654,12197522498,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418496,yes,NH137G,['1'],,,,241.68767923426103,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (528231.8795690517 2776049.942580539),1,905.9146459912098,12.369474429391243,159.56816571025945,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,,241.68767923426103,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (528231.8795690517 2776049.942580539),1,905.9146459912098,12.369474429391243,159.56816571025945,12200325654,12197522498,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418496,yes,NH137G,['1'],,,,241.68767923426103,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (528231.8795690517 2776049.942580539),1,905.9146459912098,12.369474429391243,159.56816571025945,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,,241.68767923426103,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (528231.8795690517 2776049.942580539),1,905.9146459912098,12.369474429391243,159.56816571025945,12200325654,12197522498,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418496,yes,NH137G,['1'],,,,241.68767923426103,7.2444376945495605,891,12197522498,12200325654,0,"[1317946659, 1317946660, 1317946661, 1318233509, 1318233488, 1318233489, 1318233491, 1318233492, 1318233493]",['tertiary'],False,"[ false, true ]",21587.602050418463,yes,NH137G,['1'],,,
POINT (498683.6205933295 2776325.251036883),1,614.5261964658846,30.327655874357838,333.89975811763946,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,,1.926353779331803,8.054644584655762,2028,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,
POINT (498683.6205933295 2776325.251036883),1,614.5261964658846,30.327655874357838,333.89975811763946,9784659280,2926094673,0,1065420656,['unclassified'],False,True,5009.766978357092,,SH-1022,,,,,1.926353779331803,8.054644584655762,2028,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,
POINT (498677.4720581978 2776344.075751834),1,602.5576952811111,25.804919063627455,336.4349311254362,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,,15.12544826366684,8.054644584655762,2028,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,
POINT (498677.4720581978 2776344.075751834),1,602.5576952811111,25.804919063627455,336.4349311254362,9784659280,2926094673,0,1065420656,['unclassified'],False,True,5009.766978357092,,SH-1022,,,,,15.12544826366684,8.054644584655762,2028,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,
POINT (497255.9890895943 2776620.4489831636),1,376.49741841619766,22.082953833650944,331.98870680641613,2926095087,6244305053,0,"[1316530145, 1316530146, 666911002, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 1319045370]",['trunk'],False,"[ false, true ]",12763.345598644211,yes,NH27,,,,,13.349725306346786,8.054644584655762,2035,2926095087,6244305053,0,"[1316530145, 1316530146, 666911002, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 1319045370]",['trunk'],False,"[ false, true ]",12763.345598644211,yes,NH27,,,,
POINT (500100.82296319667 2776685.0607132046),1,681.9038169991849,32.641855952369745,143.10312245888286,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,,206.92837607046388,8.054644584655762,2030,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,
POINT (500100.82296319667 2776685.0607132046),1,681.9038169991849,32.641855952369745,143.10312245888286,2468741432,2926094673,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,False,7472.827412543473,yes,NH27,,,,,206.92837607046388,8.054644584655762,2030,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,
POINT (499129.19883554423 2776790.9462260483),1,577.2673483639679,20.57710478034572,44.35844986393526,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,,5.565699327240692,8.054644584655762,2028,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,
POINT (499129.19883554423 2776790.9462260483),1,577.2673483639679,20.57710478034572,44.35844986393526,9784659280,2926094673,0,1065420656,['unclassified'],False,True,5009.766978357092,,SH-1022,,,,,5.565699327240692,8.054644584655762,2028,2926094673,9784659280,0,1065420656,['unclassified'],False,False,5009.766978357091,,SH-1022,,,,
POINT (500201.64428639674 2776795.7919977545),1,596.0420308754017,24.476140581355452,35.98891112145663,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,,59.59007060308797,8.054644584655762,2030,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,
POINT (500201.64428639674 2776795.7919977545),1,596.0420308754017,24.476140581355452,35.98891112145663,2468741432,2926094673,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,False,7472.827412543473,yes,NH27,,,,,59.59007060308797,8.054644584655762,2030,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,
POINT (488460.24625793705 2776861.139968336),1,275.739736342214,11.846534398383834,59.41252541460971,6244305053,2926095072,1,666911002,['trunk'],False,True,1340.40037646912,,NH27,,,,,8.24008821281949,8.054644584655762,2043,6244305053,2926095072,1,666911002,['trunk'],False,True,1340.40037646912,,NH27,,,,
POINT (500302.46396952664 2776906.5240439703),1,542.280361585885,10.62298165483055,232.1400313095043,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,,22.658636203362082,8.054644584655762,2030,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,
POINT (500302.46396952664 2776906.5240439703),1,542.280361585885,10.62298165483055,232.1400313095043,2468741432,2926094673,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,False,7472.827412543473,yes,NH27,,,,,22.658636203362082,8.054644584655762,2030,2926094673,2468741432,0,"[239060064, 566144644, 1424944040, 1424944041, 1319045367, 1319045368, 1319045369, 1319045370]",['trunk'],False,True,7472.82741254349,yes,NH27,,,,
POINT (497786.7839429858 2776990.744810886),1,434.617237111176,18.93877866588308,247.40990248252749,9784607734,2926095087,0,1319045370,['trunk'],False,False,628.6314823444336,,NH27,,,,,8.705009701026428,8.054644584655762,2071,9784607734,2926095087,0,1319045370,['trunk'],False,False,628.6314823444336,,NH27,,,,
POINT (497786.7839429858 2776990.744810886),1,434.617237111176,18.93877866588308,247.40990248252749,2926095087,9784607734,0,1319045370,['trunk'],False,True,628.6314823444335,,NH27,,,,,8.705009701026428,8.054644584655762,2071,9784607734,2926095087,0,1319045370,['trunk'],False,False,628.6314823444336,,NH27,,,,
POINT (497493.4974670468 2776995.9999721255),1,366.6548480883858,18.541180302233293,331.08323224339097,6244305053,2926095087,0,"[1316530145, 1316530146, 1319045370, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 666911002]",['trunk'],False,"[ false, true ]",12763.345598644233,yes,NH27,,,,,89.35261821600936,8.054644584655762,2044,6244305053,2926095087,0,"[1316530145, 1316530146, 1319045370, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 666911002]",['trunk'],False,"[ false, true ]",12763.345598644233,yes,NH27,,,,
POINT (497493.4974670468 2776995.9999721255),1,366.6548480883858,18.541180302233293,331.08323224339097,2926095087,6244305053,0,"[1316530145, 1316530146, 666911002, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 1319045370]",['trunk'],False,"[ false, true ]",12763.345598644211,yes,NH27,,,,,89.35261821600936,8.054644584655762,2044,6244305053,2926095087,0,"[1316530145, 1316530146, 1319045370, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 666911002]",['trunk'],False,"[ false, true ]",12763.345598644233,yes,NH27,,,,
POINT (492854.33852095134 2777005.506475764),1,257.7527196570827,11.254452748119911,342.80257323966146,6244305053,2926095087,0,"[1316530145, 1316530146, 1319045370, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 666911002]",['trunk'],False,"[ false, true ]",12763.345598644233,yes,NH27,,,,,16.86640469627495,8.054644584655762,2044,6244305053,2926095087,0,"[1316530145, 1316530146, 1319045370, 656974446, 666910992, 666910993, 666910995, 666910996, 666911000, 666911002]",['trunk'],False,"[ false, true ]",12763.345598644233,yes,NH27,,,,
